121,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Down:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Down:Down:,Up:Up:Mid:Up:,
123,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Down:Mid:,Down:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Down:Down:,Up:Up:Mid:Up:,
140,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Down:Mid:,Down:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Down:Down:,Up:Up:Mid:Up:,
207,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Down:Mid:,Down:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
210,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Down:Mid:,Down:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
212,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Down:Mid:,Down:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
264,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Down:Mid:,Down:Mid:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
324,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Down:Mid:,Down:Mid:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
352,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Down:Mid:,Up:Mid:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
366,Down:Mid:Mid:Up:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Mid:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
367,Down:Mid:Mid:Up:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Mid:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
370,Down:Mid:Mid:Up:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Mid:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
444,Down:Mid:Mid:Up:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Mid:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Down:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
494,Down:Mid:Mid:Up:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Down:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Down:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
512,Down:Mid:Mid:Up:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Down:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Down:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
705,Down:Mid:Mid:Up:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Down:Down:Mid:,Down:Up:Down:Mid:,Up:Up:Up:Up:,Down:Mid:Down:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
953,Down:Mid:Mid:Up:,Down:Up:Up:Up:,Up:Mid:Down:Mid:,Up:Down:Down:Mid:,Down:Up:Down:Up:,Up:Up:Up:Up:,Down:Mid:Down:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
